X-Axis,Z Scores
-100.0,0.0
-99.989999499975,0.0
-99.97999899995,0.0
-99.969998499925,0.0
-99.9599979999,0.0
-99.949997499875,0.0
-99.93999699985,0.0
-99.929996499825,0.0
-99.9199959998,0.0
-99.909995499775,0.0
-99.89999499974999,0.0
-99.88999449972499,0.0
-99.87999399969999,0.0
-99.86999349967499,0.0
-99.85999299964999,0.0
-99.84999249962497,0.0
-99.83999199959997,0.0
-99.82999149957497,0.0
-99.81999099954997,0.0
-99.80999049952497,0.0
-99.79998999949997,0.0
-99.78998949947497,0.0
-99.77998899944997,0.0
-99.76998849942497,0.0
-99.75998799939997,0.0
-99.74998749937497,0.0
-99.73998699934997,0.0
-99.72998649932497,0.0
-99.71998599929996,0.0
-99.70998549927496,0.0
-99.69998499924996,0.0
-99.68998449922496,0.0
-99.67998399919996,0.0
-99.66998349917496,0.0
-99.65998299914996,0.0
-99.64998249912496,0.0
-99.63998199909996,0.0
-99.62998149907496,0.0
-99.61998099904996,0.0
-99.60998049902496,0.0
-99.59997999899996,0.0
-99.58997949897496,0.0
-99.57997899894995,0.0
-99.56997849892494,0.0
-99.55997799889994,0.0
-99.54997749887494,0.0
-99.53997699884994,0.0
-99.52997649882494,0.0
-99.51997599879994,0.0
-99.50997549877493,0.0
-99.49997499874993,0.0
-99.48997449872493,0.0
-99.47997399869993,0.0
-99.46997349867493,0.0
-99.45997299864993,0.0
-99.44997249862493,0.0
-99.43997199859993,0.0
-99.42997149857493,0.0
-99.41997099854993,0.0
-99.40997049852493,0.0
-99.39996999849993,0.0
-99.38996949847493,0.0
-99.37996899844993,0.0
-99.36996849842492,0.0
-99.35996799839992,0.0
-99.34996749837492,0.0
-99.33996699834992,0.0
-99.32996649832492,0.0
-99.31996599829992,0.0
-99.30996549827492,0.0
-99.29996499824992,0.0
-99.2899644982249,0.0
-99.2799639981999,0.0
-99.2699634981749,0.0
-99.2599629981499,0.0
-99.2499624981249,0.0
-99.2399619980999,0.0
-99.2299614980749,0.0
-99.2199609980499,0.0
-99.2099604980249,0.0
-99.1999599979999,0.0
-99.1899594979749,0.0
-99.1799589979499,0.0
-99.1699584979249,0.0
-99.1599579978999,0.0
-99.1499574978749,0.0
-99.1399569978499,0.0
-99.12995649782489,0.0
-99.11995599779989,0.0
-99.10995549777489,0.0
-99.09995499774989,0.0
-99.08995449772489,0.0
-99.07995399769989,0.0
-99.06995349767489,0.0
-99.05995299764989,0.0
-99.04995249762489,0.0
-99.03995199759989,0.0
-99.02995149757488,0.0
-99.01995099754988,0.0
-99.00995049752487,0.0
-98.99994999749987,0.0
-98.98994949747487,0.0
-98.97994899744987,0.0
-98.96994849742487,0.0
-98.95994799739987,0.0
-98.94994749737486,0.0
-98.93994699734986,0.0
-98.92994649732486,0.0
-98.91994599729986,0.0
-98.90994549727486,0.0
-98.89994499724986,0.0
-98.88994449722486,0.0
-98.87994399719986,0.0
-98.86994349717486,0.0
-98.85994299714986,0.0
-98.84994249712486,0.0
-98.83994199709986,0.0
-98.82994149707486,0.0
-98.81994099704986,0.0
-98.80994049702485,0.0
-98.79993999699985,0.0
-98.78993949697485,0.0
-98.77993899694985,0.0
-98.76993849692485,0.0
-98.75993799689985,0.0
-98.74993749687485,0.0
-98.73993699684985,0.0
-98.72993649682485,0.0
-98.71993599679983,0.0
-98.70993549677483,0.0
-98.69993499674983,0.0
-98.68993449672483,0.0
-98.67993399669983,0.0
-98.66993349667483,0.0
-98.65993299664983,0.0
-98.64993249662483,0.0
-98.63993199659983,0.0
-98.62993149657483,0.0
-98.61993099654983,0.0
-98.60993049652483,0.0
-98.59992999649982,0.0
-98.58992949647482,0.0
-98.57992899644982,0.0
-98.56992849642482,0.0
-98.55992799639982,0.0
-98.54992749637482,0.0
-98.53992699634982,0.0
-98.52992649632482,0.0
-98.51992599629982,0.0
-98.50992549627482,0.0
-98.49992499624982,0.0
-98.48992449622482,0.0
-98.47992399619982,0.0
-98.46992349617481,0.0
-98.45992299614981,0.0
-98.44992249612481,0.0
-98.4399219960998,0.0
-98.4299214960748,0.0
-98.4199209960498,0.0
-98.4099204960248,0.0
-98.3999199959998,0.0
-98.3899194959748,0.0
-98.3799189959498,0.0
-98.3699184959248,0.0
-98.35991799589979,0.0
-98.34991749587479,0.0
-98.33991699584979,0.0
-98.32991649582479,0.0
-98.31991599579979,0.0
-98.30991549577479,0.0
-98.29991499574979,0.0
-98.28991449572479,0.0
-98.27991399569979,0.0
-98.26991349567479,0.0
-98.25991299564978,0.0
-98.24991249562478,0.0
-98.23991199559978,0.0
-98.22991149557478,0.0
-98.21991099554978,0.0
-98.20991049552478,0.0
-98.19990999549978,0.0
-98.18990949547478,0.0
-98.17990899544978,0.0
-98.16990849542478,0.0
-98.15990799539976,0.0
-98.14990749537476,0.0
-98.13990699534976,0.0
-98.12990649532476,0.0
-98.11990599529976,0.0
-98.10990549527476,0.0
-98.09990499524976,0.0
-98.08990449522476,0.0
